256 0.37 11.45
256 0.37 11.66
256 0.37 11.94
256 0.38 11.48
256 0.38 11.74
256 0.38 11.88
256 0.38 12.75
256 0.38 80.74
256 0.39 11.85
256 0.40 11.76
256 0.40 44.84
256 0.54 12.20
256 0.54 14.11
256 0.57 62.99
256 0.58 71.21
256 0.66 69.60
256 0.74 60.79
256 11.15 110.87
256 5.89 59.70
256 6.03 0.01
256 6.07 59.23
256 8.66 87.81
256 8.73 0.01
256 8.81 85.92
256 9.62 100.90
256 9.76 0.01
1024 1.88 53.23
1024 1.89 182.75
1024 1.89 53.26
1024 1.90 54.09
1024 1.91 61.09
1024 1.92 54.24
1024 1.92 58.51
1024 1.94 53.08
1024 1.94 53.78
1024 1.95 197.55
1024 1.98 59.48
1024 1.99 54.82
1024 2.01 299.43
1024 2.15 355.95
1024 2.86 56.64
1024 3.48 270.60
1024 3.71 220.04
1024 42.13 293.28
1024 43.25 272.23
1024 43.44 0.01
1024 44.12 279.10
1024 62.40 417.85
1024 63.74 404.46
1024 69.91 0.01
1024 70.05 0.02
1024 74.67 473.70
4096 12.05 276.78
4096 12.06 244.86
4096 12.10 242.96
4096 12.13 247.81
4096 12.21 246.56
4096 12.26 1357.50
4096 12.34 847.00
4096 12.41 1325.09
4096 12.56 254.74
4096 12.64 241.97
4096 12.96 1171.50
4096 13.19 975.28
4096 13.52 982.57
4096 14.00 249.89
4096 14.40 266.27
4096 17.26 298.53
4096 18.41 367.70
4096 283.67 1279.21
4096 285.72 1339.35
4096 285.75 0.01
4096 285.91 1337.94
4096 285.95 0.01
4096 287.20 1330.15
4096 290.37 1874.80
4096 290.91 1316.46
4096 429.40 0.01
16384 102.59 5034.27
16384 103.13 5590.36
16384 1194.09 0.01
16384 1206.22 6252.20
16384 1218.41 6244.85
16384 1222.57 0.01
16384 1238.57 0.01
16384 1256.69 6304.30
16384 1263.65 6247.92
16384 1269.35 6242.91
16384 1364.61 6382.78
16384 66.28 1193.12
16384 66.66 1280.07
16384 66.67 1169.34
16384 66.86 1183.54
16384 67.18 1159.57
16384 68.29 1178.56
16384 68.70 4540.34
16384 70.63 1250.59
16384 71.50 1230.41
16384 71.73 1290.11
16384 74.53 1406.95
16384 75.61 1169.70
16384 79.54 6446.66
16384 83.11 4042.43
16384 88.70 5717.20
65536 348.63 6707.70
65536 349.90 6120.95
65536 352.28 6215.25
65536 353.57 5947.43
65536 360.39 6031.98
65536 363.75 5972.45
65536 374.72 6957.96
65536 378.70 25565.52
65536 382.22 9350.46
65536 396.97 21256.26
65536 400.68 7975.22
65536 406.03 7038.58
65536 411.59 7482.69
65536 429.33 19121.08
65536 437.09 20335.07
65536 445.39 21135.36
65536 8414.53 36525.71
65536 8672.90 0.01
65536 8718.80 0.01
65536 8850.04 36561.62
65536 8986.05 37078.83
65536 9034.84 0.01
65536 9112.78 36419.15
65536 9181.62 36649.87
65536 9280.68 36943.70
131072 
131072 
131072 
131072 1087.42 18681.74
131072 1090.23 39306.49
131072 1319.06 20226.47
131072 1365.33 19504.34
131072 1483.50 17317.34
131072 1589.10 19676.99
131072 22467.67 84927.47
131072 22730.92 0.04
131072 22884.37 85013.03
131072 22928.30 83327.76
131072 23405.95 0.01
131072 23649.36 0.01
131072 24842.55 83628.53
131072 25048.39 83013.08
131072 25713.25 82887.30
131072 765.66 13490.11
131072 797.33 13650.54
131072 856.41 15497.74
131072 939.24 17225.08
131072 944.69 18521.67
131072 961.07 17861.79
131072 986.91 65098.59
